ticker,date,stock_price,conversion_price,implied_vol_pct,risk_free_rate_pct,remaining_maturity,option_value,delta,option_value_per_bond,option_value_pct
CDP,2024-10-04,31.05,29.8328,56.2323,3.6857,3.948,14.817746,0.76547,496.6923,49.669232
CDP,2024-10-07,31.11,29.8328,30.8281,3.7751,3.9398,9.857159,0.731155,330.413,33.041296
CDP,2024-10-08,31.1,29.8328,39.2986,3.7883,3.937,11.568247,0.736854,387.7688,38.77688
CDP,2024-10-09,30.93,29.8328,30.3721,3.8264,3.9343,9.649843,0.728995,323.4637,32.34637
CDP,2024-10-10,30.68,29.8328,39.8699,3.8354,3.9316,11.379259,0.732518,381.4339,38.143391
CDP,2024-10-11,30.97,29.8328,29.5886,3.8161,3.9288,9.50837,0.729513,318.7215,31.872152
CDP,2024-10-14,31.31,29.8328,72.7978,3.8162,3.9206,18.001027,0.804374,603.3962,60.339622
CDP,2024-10-15,32.1,29.8328,67.4101,3.7944,3.9179,17.693759,0.797691,593.0966,59.309656
CDP,2024-10-16,32.33,29.8328,74.7341,3.7789,3.9151,19.151958,0.81429,641.9755,64.197555
CDP,2024-10-17,32.42,29.8328,68.7317,3.8239,3.9124,18.188088,0.802637,609.6665,60.966653
CDP,2024-10-18,32.36,29.8328,33.2893,3.8164,3.9097,11.268388,0.751249,377.7175,37.771751
CDP,2024-10-21,31.9,29.8328,31.1772,3.8887,3.9014,10.523354,0.745992,352.7439,35.274388
CDP,2024-10-22,31.95,29.8328,44.9363,3.9191,3.8987,13.336344,0.75575,447.0356,44.703558
CDP,2024-10-23,32.0,29.8328,25.5957,3.9533,3.896,9.503089,0.756405,318.5445,31.854448
CDP,2024-10-24,32.02,29.8328,33.2678,3.9509,3.8932,11.056161,0.748353,370.6036,37.060363
CDP,2024-10-28,32.56,29.8328,33.9605,4.0166,3.8823,11.617516,0.757231,389.4203,38.942029
CDP,2024-10-29,32.5,29.8328,31.0854,4.0213,3.8795,10.99195,0.757951,368.4513,36.845127
CDP,2024-10-30,32.7,29.8328,27.2369,4.0461,3.8768,10.380375,0.767527,347.9512,34.79512
CDP,2024-10-31,32.2,29.8328,34.1952,4.053,3.8741,11.401986,0.752477,382.1957,38.219572
CDP,2024-11-04,32.47,29.8328,45.5246,4.0862,3.8631,13.864138,0.76366,464.7273,46.472728
CDP,2024-11-05,32.49,29.8328,30.7484,4.0802,3.8604,10.922041,0.758945,366.1079,36.610792
CDP,2024-11-11,32.43,29.8328,24.184,4.1227,3.8439,9.580623,0.77224,321.1434,32.114343
CDP,2024-11-12,31.75,29.8328,32.422,4.2146,3.8412,10.745137,0.74835,360.1781,36.017808
CDP,2024-11-13,31.09,29.8328,32.3927,4.2145,3.8385,10.24064,0.737607,343.2673,34.326728
CDP,2024-11-14,30.05,29.8328,42.6995,4.2349,3.8357,11.483061,0.732251,384.9134,38.491336
CDP,2024-11-15,29.91,29.8328,28.7999,4.2292,3.833,8.64567,0.716531,289.8037,28.980373
CDP,2024-11-18,29.84,29.8328,28.3541,4.2135,3.8248,8.486997,0.71461,284.485,28.448499
CDP,2024-11-19,30.41,29.8328,30.4388,4.1925,3.822,9.311727,0.724947,312.13,31.213001
CDP,2024-11-20,30.69,29.8328,30.9843,4.1944,3.8193,9.626388,0.72997,322.6775,32.267748
CDP,2024-11-21,31.16,29.8328,28.6237,4.2275,3.8166,9.524503,0.740344,319.2623,31.926229
CDP,2024-11-22,31.84,29.8328,30.1859,4.2397,3.8138,10.344516,0.751157,346.7492,34.674921
CDP,2024-11-25,32.23,29.8328,29.4054,4.1526,3.8056,10.424912,0.756715,349.4441,34.944408
CDP,2024-11-26,32.7,29.8328,27.5732,4.1527,3.8029,10.410333,0.767969,348.9554,34.895539
CDP,2024-11-27,32.83,29.8328,27.1151,4.1127,3.8001,10.391124,0.770412,348.3115,34.831152
CDP,2024-11-29,32.95,29.8328,27.7514,4.0601,3.7947,10.569129,0.769845,354.2782,35.427825
CDP,2024-12-02,32.4,29.8328,29.161,4.0563,3.7864,10.42614,0.757631,349.4853,34.948525
CDP,2024-12-03,32.52,29.8328,28.6528,4.0689,3.7837,10.417797,0.760689,349.2056,34.920561
CDP,2024-12-04,32.26,29.8328,28.0739,4.0394,3.781,10.090171,0.756395,338.2235,33.822353
CDP,2024-12-05,32.61,29.8328,26.7875,4.0284,3.7782,10.086639,0.76503,338.1052,33.810515
CDP,2024-12-06,32.62,29.8328,28.7116,3.9986,3.7755,10.454734,0.760714,350.4437,35.044374
CDP,2024-12-09,33.05,29.8328,27.4059,4.0164,3.7673,10.514443,0.771049,352.4452,35.244517
CDP,2024-12-10,32.49,29.8328,29.2193,4.036,3.7645,10.464429,0.758303,350.7687,35.076872
CDP,2024-12-11,32.64,29.8328,28.7101,4.0651,3.7618,10.487067,0.762229,351.5275,35.152755
CDP,2024-12-12,32.63,29.8328,28.695,4.1046,3.7591,10.49433,0.762859,351.771,35.177099
CDP,2024-12-13,32.5,29.8328,29.1428,4.167,3.7563,10.515589,0.761142,352.4836,35.248361
CDP,2024-12-16,32.38,29.8328,29.7075,4.1763,3.7481,10.531102,0.758348,353.0036,35.30036
CDP,2024-12-17,32.14,29.8328,28.9792,4.1829,3.7454,10.208612,0.755301,342.1937,34.219369
CDP,2024-12-18,30.93,29.8328,29.1683,4.2683,3.7426,9.382433,0.734906,314.5001,31.45001
CDP,2024-12-19,30.66,29.8328,28.2912,4.3087,3.7399,9.025647,0.731213,302.5406,30.254059
CDP,2024-12-20,31.11,29.8328,29.1861,4.285,3.7372,9.52154,0.738491,319.163,31.916299
CDP,2024-12-23,31.03,29.8328,28.6591,4.3272,3.729,9.369134,0.738193,314.0543,31.405432
CDP,2024-12-24,31.29,29.8328,29.7998,4.3383,3.7262,9.788035,0.742172,328.0959,32.809592
CDP,2024-12-26,31.46,29.8328,37.6346,4.3252,3.7207,11.431999,0.744367,383.2018,38.320176
